hud_area_code	hud_areaname	rent_50_0	rent_50_1	rent_50_2	rent_50_3	rent_50_4
METRO22500M22500	Florence, SC HUD Metro FMR Area	742	747	982	1,242	1,321
METRO48620M48620	Wichita, KS HUD Metro FMR Area	653	747	977	1,294	1,579
NCNTY13081N13081	Crisp County, GA	736	747	876	1,066	1,177
NCNTY21195N21195	Pike County, KY	612	747	844	1,027	1,262
NCNTY22011N22011	Beauregard Parish, LA	734	747	848	1,150	1,444
METRO47580N13225	Peach County, GA HUD Metro FMR Area	657	746	982	1,248	1,374
NCNTY01017N01017	Chambers County, AL	741	746	982	1,195	1,319
NCNTY27041N27041	Douglas County, MN	610	746	913	1,222	1,226
NCNTY27117N27117	Pipestone County, MN	586	746	877	1,165	1,464
NCNTY31185N31185	York County, NE	639	746	939	1,143	1,261
NCNTY41001N41001	Baker County, OR	625	746	927	1,317	1,419
METRO15180M15180	Brownsville-Harlingen, TX MSA	670	745	947	1,226	1,383
METRO29180N22045	Iberia Parish, LA HUD Metro FMR Area	740	745	980	1,247	1,531
NCNTY06049N06049	Modoc County, CA	740	745	914	1,179	1,476
NCNTY27129N27129	Renville County, MN	740	745	877	1,246	1,451
NCNTY27135N27135	Roseau County, MN	633	745	946	1,151	1,271
NCNTY35009N35009	Curry County, NM	635	745	949	1,217	1,616
NCNTY35039N35039	Rio Arriba County, NM	745	745	860	1,047	1,155
NCNTY36099N36099	Seneca County, NY	740	745	942	1,219	1,539
NCNTY40019N40019	Carter County, OK	740	745	952	1,190	1,444
NCNTY48233N48233	Hutchinson County, TX	739	745	980	1,243	1,398
METRO44060N53065	Stevens County, WA HUD Metro FMR Area	666	744	974	1,384	1,659
NCNTY27023N27023	Chippewa County, MN	586	744	877	1,223	1,333
NCNTY27105N27105	Nobles County, MN	655	744	979	1,253	1,315
NCNTY48193N48193	Hamilton County, TX	732	744	971	1,182	1,304
METRO24500M24500	Great Falls, MT MSA	706	743	969	1,370	1,533
NCNTY16071N16071	Oneida County, ID	738	743	970	1,379	1,645
NCNTY19035N19035	Cherokee County, IA	613	743	839	1,192	1,429
NCNTY19089N19089	Howard County, IA	613	743	839	1,103	1,179
NCNTY19177N19177	Van Buren County, IA	613	743	839	1,133	1,278
NCNTY21005N21005	Anderson County, KY	617	743	851	1,142	1,146
NCNTY26137N26137	Otsego County, MI	676	743	978	1,296	1,482
NCNTY31071N31071	Garfield County, NE	596	743	877	1,187	1,191
NCNTY42053N42053	Forest County, PA	686	743	932	1,134	1,360
NCNTY42063N42063	Indiana County, PA	645	743	875	1,130	1,185
NCNTY48363N48363	Palo Pinto County, TX	679	743	978	1,281	1,376
NCNTY48403N48403	Sabine County, TX	661	743	877	1,246	1,494
METRO13980N51071	Giles County, VA HUD Metro FMR Area	703	742	838	1,130	1,163
METRO32580M32580	McAllen-Edinburg-Mission, TX MSA	737	742	938	1,220	1,344
NCNTY48153N48153	Floyd County, TX	737	742	977	1,189	1,437
NCNTY51027N51027	Buchanan County, VA	726	742	838	1,054	1,126
NCNTY51141N51141	Patrick County, VA	621	742	838	1,052	1,261
METRO19500M19500	Decatur, IL MSA	634	741	908	1,264	1,344
NCNTY08023N08023	Costilla County, CO	736	741	945	1,236	1,526
NCNTY19119N19119	Lyon County, IA	613	741	839	1,021	1,384
NCNTY23007N23007	Franklin County, ME	657	741	976	1,306	1,311
NCNTY48419N48419	Shelby County, TX	661	741	877	1,246	1,379
NCNTY48465N48465	Val Verde County, TX	737	741	976	1,309	1,436
NCNTY55057N55057	Juneau County, WI	685	741	976	1,221	1,319
NCNTY56019N56019	Johnson County, WY	737	741	930	1,322	1,581
METRO16740N45057	Lancaster County, SC HUD Metro FMR Area	735	740	974	1,294	1,349
METRO34620M34620	Muncie, IN MSA	687	740	909	1,227	1,285
METRO45780M39123	Ottawa County, OH HUD Metro FMR Area	651	740	974	1,185	1,342
NCNTY13267N13267	Tattnall County, GA	710	740	845	1,201	1,439
NCNTY16067N16067	Minidoka County, ID	677	740	890	1,265	1,509
NCNTY31053N31053	Dodge County, NE	662	740	974	1,185	1,308
NCNTY39105N39105	Meigs County, OH	567	740	848	1,034	1,444
NCNTY45049N45049	Hampton County, SC	690	740	836	1,171	1,424
NCNTY45075N45075	Orangeburg County, SC	724	740	836	1,060	1,299
NCNTY48241N48241	Jasper County, TX	726	740	963	1,289	1,294
METRO45780M45780	Toledo, OH HUD Metro FMR Area	675	739	960	1,291	1,388
NCNTY06105N06105	Trinity County, CA	662	739	973	1,383	1,582
NCNTY12029N12029	Dixie County, FL	735	739	877	1,149	1,341
NCNTY28075N28075	Lauderdale County, MS	719	739	898	1,160	1,347
NCNTY28115N28115	Pontotoc County, MS	591	739	835	1,094	1,335
NCNTY31089N31089	Holt County, NE	596	739	877	1,067	1,458
NCNTY36017N36017	Chenango County, NY	613	739	881	1,144	1,266
NCNTY37143N37143	Perquimans County, NC	734	739	973	1,383	1,657
NCNTY48387N48387	Red River County, TX	661	739	877	1,067	1,290
METRO26900M11300	Anderson, IN HUD Metro FMR Area	676	738	962	1,229	1,292
NCNTY13293N13293	Upson County, GA	565	738	845	1,154	1,196
NCNTY18077N18077	Jefferson County, IN	734	738	889	1,179	1,514
NCNTY19039N19039	Clarke County, IA	710	738	972	1,244	1,307
NCNTY20055N20055	Finney County, KS	720	738	972	1,280	1,490
NCNTY26029N26029	Charlevoix County, MI	636	738	920	1,307	1,454
NCNTY31015N31015	Boyd County, NE	596	738	877	1,125	1,191
NCNTY35017N35017	Grant County, NM	629	738	860	1,182	1,390
NCNTY37011N37011	Avery County, NC	733	738	971	1,182	1,304
NCNTY38007N38007	Billings County, ND	733	738	948	1,347	1,573
NCNTY38083N38083	Sheridan County, ND	733	738	948	1,347	1,573
NCNTY38087N38087	Slope County, ND	733	738	948	1,347	1,573
NCNTY39125N39125	Paulding County, OH	627	738	848	1,153	1,263
NCNTY48049N48049	Brown County, TX	649	738	971	1,264	1,414
NCNTY48213N48213	Henderson County, TX	733	738	961	1,276	1,372
NCNTY48267N48267	Kimble County, TX	668	738	886	1,078	1,303
METRO30980N48401	Rusk County, TX HUD Metro FMR Area	732	737	970	1,219	1,377
METRO33260N48317	Martin County, TX HUD Metro FMR Area	732	737	877	1,246	1,494
NCNTY13281N13281	Towns County, GA	722	737	860	1,222	1,465
NCNTY16009N16009	Benewah County, ID	649	737	970	1,300	1,474
NCNTY18051N18051	Gibson County, IN	733	737	877	1,174	1,178
NCNTY20169N20169	Saline County, KS	648	737	952	1,159	1,407
NCNTY27127N27127	Redwood County, MN	586	737	877	1,246	1,419
NCNTY30099N30099	Teton County, MT	632	737	877	1,211	1,476
NCNTY55037N55037	Florence County, WI	680	737	970	1,181	1,371
METRO36420N40081	Lincoln County, OK HUD Metro FMR Area	731	736	853	1,155	1,160
NCNTY29169N29169	Pulaski County, MO	714	736	969	1,377	1,651
NCNTY31157N31157	Scotts Bluff County, NE	731	736	925	1,315	1,571
NCNTY42047N42047	Elk County, PA	585	736	875	1,179	1,280
NCNTY46029N46029	Codington County, SD	648	736	969	1,319	1,651
METRO16060N17199	Williamson County, IL HUD Metro FMR Area	731	735	968	1,285	1,608
NCNTY01043N01043	Cullman County, AL	704	735	915	1,231	1,263
NCNTY08089N08089	Otero County, CO	731	735	968	1,302	1,630
NCNTY16087N16087	Washington County, ID	731	735	968	1,225	1,401
NCNTY19179N19179	Wapello County, IA	707	735	968	1,205	1,497
NCNTY40153N40153	Woodward County, OK	731	735	968	1,264	1,649
NCNTY48315N48315	Marion County, TX	666	735	883	1,228	1,299
NCNTY55097N55097	Portage County, WI	632	735	945	1,206	1,327
METRO45820M45820	Topeka, KS MSA	729	734	966	1,230	1,427
NCNTY26033N26033	Chippewa County, MI	646	734	966	1,176	1,298
NCNTY26101N26101	Manistee County, MI	729	734	966	1,205	1,298
NCNTY37099N37099	Jackson County, NC	718	734	829	1,110	1,114
NCNTY37153N37153	Richmond County, NC	690	734	829	1,178	1,412
NCNTY42057N42057	Fulton County, PA	645	734	875	1,138	1,490
NCNTY45047N45047	Greenwood County, SC	729	734	894	1,106	1,201
METRO36540N31155	Saunders County, NE HUD Metro FMR Area	679	733	916	1,115	1,394
NCNTY26043N26043	Dickinson County, MI	606	733	877	1,069	1,178
NCNTY48179N48179	Gray County, TX	645	733	965	1,174	1,298
NCNTY26157N26157	Tuscola County, MI	606	732	877	1,222	1,334
NCNTY30083N30083	Richland County, MT	694	732	963	1,184	1,640
NCNTY42031N42031	Clarion County, PA	728	732	875	1,065	1,442
NCNTY45067N45067	Marion County, SC	661	732	836	1,056	1,424
NCNTY46003N46003	Aurora County, SD	610	732	877	1,090	1,430
METRO33660M01129	Washington County, AL HUD Metro FMR Area	679	731	907	1,104	1,286
NCNTY18159N18159	Tipton County, IN	671	731	962	1,171	1,322
NCNTY42113N42113	Sullivan County, PA	645	731	875	1,244	1,490
METRO16020M16020	Cape Girardeau, MO-IL MSA	642	730	936	1,330	1,475
METRO29200M18171	Warren County, IN HUD Metro FMR Area	714	730	961	1,359	1,637
METRO37620M37620	Parkersburg-Vienna, WV MSA	726	730	862	1,169	1,229
NCNTY20089N20089	Jewell County, KS	611	730	825	1,058	1,169
NCNTY20145N20145	Pawnee County, KS	611	730	825	1,089	1,169
NCNTY20157N20157	Republic County, KS	611	730	825	1,104	1,108
NCNTY20183N20183	Smith County, KS	611	730	825	1,165	1,169
NCNTY20203N20203	Wichita County, KS	611	730	825	1,165	1,169
NCNTY26109N26109	Menominee County, MI	662	730	877	1,234	1,345
NCNTY27097N27097	Morrison County, MN	668	730	961	1,339	1,457
NCNTY30093N30093	Silver Bow County, MT	633	730	942	1,146	1,522
NCNTY42035N42035	Clinton County, PA	643	730	961	1,219	1,637
NCNTY48323N48323	Maverick County, TX	725	730	912	1,158	1,225
METRO40220N51067	Franklin County, VA HUD Metro FMR Area	720	729	960	1,168	1,313
METRO47380N48145	Falls County, TX HUD Metro FMR Area	625	729	877	1,246	1,494
NCNTY16033N16033	Clark County, ID	725	729	952	1,353	1,614
NCNTY19051N19051	Davis County, IA	613	729	839	1,049	1,128
NCNTY20023N20023	Cheyenne County, KS	611	729	825	1,031	1,356
NCNTY20181N20181	Sherman County, KS	711	729	959	1,167	1,359
NCNTY32017N32017	Lincoln County, NV	642	729	960	1,358	1,582
NCNTY39037N39037	Darke County, OH	627	729	848	1,158	1,214
NCNTY54033N54033	Harrison County, WV	724	729	880	1,144	1,343
NCNTY54095N54095	Tyler County, WV	550	729	823	1,002	1,195
NCNTY56035N56035	Sublette County, WY	725	729	934	1,327	1,588
METRO30620M30620	Lima, OH MSA	704	728	915	1,164	1,335
NCNTY16047N16047	Gooding County, ID	718	728	944	1,241	1,488
NCNTY48217N48217	Hill County, TX	617	728	923	1,226	1,437
NCNTY55013N55013	Burnett County, WI	641	728	958	1,166	1,319
METRO22180N37093	Hoke County, NC HUD Metro FMR Area	722	727	957	1,360	1,630
METRO22500N45031	Darlington County, SC HUD Metro FMR Area	722	727	877	1,111	1,274
METRO38540M16077	Power County, ID HUD Metro FMR Area	640	727	957	1,360	1,630
NCNTY37033N37033	Caswell County, NC	683	727	829	1,161	1,216
NCNTY42087N42087	Mifflin County, PA	644	727	875	1,171	1,457
NCNTY46067N46067	Hutchinson County, SD	640	727	957	1,165	1,286
NCNTY55065N55065	Lafayette County, WI	615	727	877	1,246	1,333
METRO17140MM1220	Brown County, OH HUD Metro FMR Area	721	726	956	1,196	1,352
METRO28660N48281	Lampasas County, TX HUD Metro FMR Area	721	726	956	1,348	1,628
METRO30780N05053	Grant County, AR HUD Metro FMR Area	713	726	829	1,056	1,320
METRO32820N28137	Tate County, MS HUD Metro FMR Area	635	726	820	1,079	1,243
METRO44220M44220	Springfield, OH MSA	639	726	955	1,164	1,283
NCNTY16035N16035	Clearwater County, ID	721	726	955	1,357	1,627
NCNTY27093N27093	Meeker County, MN	630	726	942	1,334	1,491
NCNTY31023N31023	Butler County, NE	604	726	888	1,081	1,193
NCNTY35003N35003	Catron County, NM	663	726	906	1,157	1,543
NCNTY35031N35031	McKinley County, NM	721	726	860	1,150	1,155
NCNTY39053N39053	Gallia County, OH	627	726	848	1,032	1,234
NCNTY39083N39083	Knox County, OH	672	726	909	1,215	1,221
NCNTY46019N46019	Butte County, SD	667	726	955	1,162	1,557
METRO27140N28127	Simpson County, MS HUD Metro FMR Area	560	725	837	1,156	1,426
METRO38300N42005	Armstrong County, PA HUD Metro FMR Area	633	725	947	1,164	1,425
METRO46660M46660	Valdosta, GA MSA	721	725	948	1,292	1,494
NCNTY13111N13111	Fannin County, GA	721	725	858	1,219	1,280
NCNTY17109N17109	McDonough County, IL	608	725	886	1,202	1,375
NCNTY26085N26085	Lake County, MI	606	725	877	1,246	1,250
NCNTY28023N28023	Clarke County, MS	688	725	819	997	1,100
NCNTY40091N40091	McIntosh County, OK	570	725	853	1,212	1,252
NCNTY08105N08105	Rio Grande County, CO	720	724	937	1,255	1,513
NCNTY26039N26039	Crawford County, MI	608	724	907	1,111	1,218
NCNTY27005N27005	Becker County, MN	615	724	920	1,253	1,401
NCNTY30005N30005	Blaine County, MT	632	724	877	1,150	1,269
NCNTY39141N39141	Ross County, OH	655	724	899	1,098	1,227
NCNTY42061N42061	Huntingdon County, PA	657	724	875	1,123	1,324
METRO21420M21420	Enid, OK MSA	705	723	952	1,235	1,279
METRO26900N18133	Putnam County, IN HUD Metro FMR Area	693	723	942	1,299	1,473
METRO45460M45460	Terre Haute, IN HUD Metro FMR Area	683	723	908	1,105	1,366
NCNTY01105N01105	Perry County, AL	618	723	817	994	1,224
NCNTY08099N08099	Prowers County, CO	718	723	952	1,159	1,570
NCNTY18017N18017	Cass County, IN	719	723	877	1,170	1,178
NCNTY26069N26069	Iosco County, MI	718	723	877	1,168	1,494
NCNTY37111N37111	McDowell County, NC	581	723	829	1,009	1,262
NCNTY45005N45005	Allendale County, SC	690	723	836	1,150	1,195
NCNTY56009N56009	Converse County, WY	718	723	952	1,159	1,618
NCNTY17045N17045	Edgar County, IL	559	722	815	1,015	1,203
NCNTY17151N17151	Pope County, IL	559	722	815	1,051	1,137
NCNTY17159N17159	Richland County, IL	559	722	815	1,120	1,268
NCNTY20071N20071	Greeley County, KS	611	722	825	1,056	1,169
NCNTY20165N20165	Rush County, KS	611	722	825	1,111	1,397
NCNTY26061N26061	Houghton County, MI	608	722	877	1,246	1,494
NCNTY28001N28001	Adams County, MS	684	722	815	1,091	1,095
NCNTY28009N28009	Benton County, MS	684	722	815	1,104	1,108
NCNTY28021N28021	Claiborne County, MS	684	722	815	1,020	1,108
NCNTY28025N28025	Clay County, MS	684	722	815	1,128	1,388
NCNTY28027N28027	Coahoma County, MS	638	722	815	1,105	1,148
NCNTY28037N28037	Franklin County, MS	684	722	815	1,104	1,108
NCNTY28053N28053	Humphreys County, MS	684	722	815	1,091	1,095
NCNTY28099N28099	Neshoba County, MS	684	722	815	992	1,232
NCNTY28103N28103	Noxubee County, MS	684	722	815	1,015	1,118
NCNTY28135N28135	Tallahatchie County, MS	684	722	815	1,064	1,388
NCNTY28141N28141	Tishomingo County, MS	684	722	815	1,104	1,108
NCNTY28145N28145	Union County, MS	706	722	815	1,091	1,095
NCNTY29131N29131	Miller County, MO	622	722	844	1,027	1,134
NCNTY31033N31033	Cheyenne County, NE	646	722	950	1,304	1,328
NCNTY37195N37195	Wilson County, NC	598	722	894	1,126	1,206
NCNTY38071N38071	Ramsey County, ND	717	722	877	1,246	1,357
NCNTY40127N40127	Pushmataha County, OK	662	722	853	1,212	1,318
NCNTY46013N46013	Brown County, SD	717	722	931	1,323	1,586
NCNTY48399N48399	Runnels County, TX	716	722	950	1,156	1,276
NCNTY13235N13235	Pulaski County, GA	717	721	888	1,240	1,291
NCNTY17127N17127	Massac County, IL	586	721	877	1,189	1,224
NCNTY35005N35005	Chaves County, NM	694	721	949	1,200	1,306
NCNTY51135N51135	Nottoway County, VA	647	721	873	1,185	1,388
NCNTY28097N28097	Montgomery County, MS	684	720	815	1,104	1,108
NCNTY31151N31151	Saline County, NE	610	720	897	1,275	1,420
NCNTY49047N49047	Uintah County, UT	653	720	877	1,245	1,494
NCNTY51173N51173	Smyth County, VA	560	720	838	1,085	1,427
NCNTY54091N54091	Taylor County, WV	632	720	889	1,082	1,290
NCNTY08011N08011	Bent County, CO	715	719	947	1,153	1,529
NCNTY13157N13157	Jackson County, GA	714	719	946	1,288	1,406
NCNTY16037N16037	Custer County, ID	715	719	939	1,334	1,592
NCNTY16063N16063	Lincoln County, ID	681	719	895	1,272	1,504
NCNTY20059N20059	Franklin County, KS	714	719	946	1,167	1,342
NCNTY21033N21033	Caldwell County, KY	598	719	824	1,003	1,107
NCNTY30027N30027	Fergus County, MT	683	719	947	1,153	1,613
NCNTY42115N42115	Susquehanna County, PA	688	719	934	1,204	1,309
NCNTY47055N47055	Giles County, TN	663	719	813	1,018	1,312
NCNTY01119N01119	Sumter County, AL	707	718	934	1,137	1,261
NCNTY13253N13253	Seminole County, GA	714	718	914	1,184	1,476
NCNTY16079N16079	Shoshone County, ID	619	718	926	1,298	1,577
NCNTY20151N20151	Pratt County, KS	611	718	825	1,172	1,177
NCNTY27077N27077	Lake of the Woods County, MN	631	718	943	1,148	1,372
NCNTY31169N31169	Thayer County, NE	596	718	877	1,137	1,186
NCNTY40151N40151	Woods County, OK	679	718	875	1,096	1,284
NCNTY46065N46065	Hughes County, SD	632	718	945	1,343	1,541
METRO44180M44180	Springfield, MO HUD Metro FMR Area	713	717	918	1,291	1,457
NCNTY01109N01109	Pike County, AL	714	717	944	1,149	1,268
NCNTY13277N13277	Tift County, GA	710	717	845	1,112	1,307
NCNTY20063N20063	Gove County, KS	611	717	825	1,004	1,108
NCNTY28129N28129	Smith County, MS	684	717	815	992	1,108
NCNTY30065N30065	Musselshell County, MT	681	717	944	1,294	1,468
NCNTY30081N30081	Ravalli County, MT	676	717	938	1,309	1,598
NCNTY31035N31035	Clay County, NE	596	717	877	1,067	1,283
NCNTY55135N55135	Waupaca County, WI	615	717	877	1,246	1,299
NCNTY27057N27057	Hubbard County, MN	631	716	943	1,186	1,383
NCNTY30101N30101	Toole County, MT	632	716	877	1,246	1,373
NCNTY41045N41045	Malheur County, OR	652	716	942	1,302	1,605
NCNTY48319N48319	Mason County, TX	678	716	899	1,208	1,322
NCNTY48349N48349	Navarro County, TX	634	716	943	1,334	1,606
NCNTY56013N56013	Fremont County, WY	663	716	943	1,297	1,465
METRO16620M54035	Jackson County, WV HUD Metro FMR Area	598	715	811	1,151	1,183
METRO38540M38540	Pocatello, ID HUD Metro FMR Area	629	715	941	1,337	1,603
NCNTY01013N01013	Butler County, AL	620	715	820	998	1,102
NCNTY04023N04023	Santa Cruz County, AZ	629	715	941	1,289	1,294
NCNTY19095N19095	Iowa County, IA	613	715	839	1,192	1,429
NCNTY26003N26003	Alger County, MI	606	715	877	1,067	1,246
NCNTY39171N39171	Williams County, OH	567	715	848	1,076	1,139
NCNTY42033N42033	Clearfield County, PA	636	715	887	1,179	1,318
METRO10780M10780	Alexandria, LA MSA	629	714	940	1,274	1,367
NCNTY13137N13137	Habersham County, GA	565	714	845	1,148	1,153
NCNTY17141N17141	Ogle County, IL	664	714	940	1,196	1,263
NCNTY27133N27133	Rock County, MN	629	714	940	1,211	1,291
NCNTY28087N28087	Lowndes County, MS	710	714	872	1,180	1,406
NCNTY35019N35019	Guadalupe County, NM	629	714	860	1,222	1,465
NCNTY37091N37091	Hertford County, NC	685	714	940	1,144	1,350
NCNTY46109N46109	Roberts County, SD	610	714	877	1,186	1,433
NCNTY48289N48289	Leon County, TX	709	714	940	1,216	1,383
NCNTY51105N51105	Lee County, VA	621	714	838	1,072	1,240
METRO13220N54081	Raleigh County, WV HUD Metro FMR Area	709	713	881	1,252	1,437
METRO27260N12003	Baker County, FL HUD Metro FMR Area	685	713	938	1,253	1,598
NCNTY19047N19047	Crawford County, IA	613	713	839	1,081	1,272
NCNTY19165N19165	Shelby County, IA	613	713	839	1,192	1,376
NCNTY31001N31001	Adams County, NE	671	713	900	1,201	1,365
NCNTY39027N39027	Clinton County, OH	644	713	872	1,138	1,342
NCNTY40009N40009	Beckham County, OK	708	713	938	1,167	1,377
NCNTY41023N41023	Grant County, OR	623	713	932	1,325	1,588
NCNTY46081N46081	Lawrence County, SD	628	713	939	1,334	1,599
NCNTY55011N55011	Buffalo County, WI	658	713	938	1,170	1,260
NCNTY05055N05055	Greene County, AR	612	712	817	1,161	1,190
NCNTY18099N18099	Marshall County, IN	612	712	877	1,193	1,421
NCNTY19029N19029	Cass County, IA	613	712	839	1,090	1,255
NCNTY37193N37193	Wilkes County, NC	683	712	829	1,111	1,239
NCNTY55078N55078	Menominee County, WI	657	712	937	1,180	1,325
METRO24580N55083	Oconto County, WI HUD Metro FMR Area	646	711	877	1,128	1,178
METRO26300M26300	Hot Springs, AR MSA	683	711	929	1,150	1,505
METRO33740M33740	Monroe, LA HUD Metro FMR Area	706	711	936	1,162	1,257
NCNTY01131N01131	Wilcox County, AL	699	711	924	1,125	1,241
NCNTY13093N13093	Dooly County, GA	710	711	845	1,028	1,135
NCNTY39137N39137	Putnam County, OH	627	711	848	1,032	1,139
NCNTY48435N48435	Sutton County, TX	661	711	877	1,150	1,290
NCNTY49001N49001	Beaver County, UT	587	711	877	1,192	1,369
NCNTY49007N49007	Carbon County, UT	594	711	877	1,104	1,494
NCNTY49009N49009	Daggett County, UT	587	711	877	1,162	1,494
NCNTY49027N49027	Millard County, UT	587	711	877	1,184	1,381
NCNTY49031N49031	Piute County, UT	587	711	877	1,246	1,494
NCNTY49033N49033	Rich County, UT	587	711	877	1,162	1,494
NCNTY49055N49055	Wayne County, UT	587	711	877	1,067	1,494
METRO16620N54005	Boone County, WV HUD Metro FMR Area	591	710	802	1,136	1,366
METRO23460M23460	Gadsden, AL MSA	554	710	828	1,047	1,112
METRO24860N45059	Laurens County, SC HUD Metro FMR Area	705	710	934	1,142	1,255
NCNTY17099N17099	La Salle County, IL	706	710	935	1,266	1,345
NCNTY18103N18103	Miami County, IN	612	710	877	1,159	1,444
NCNTY20003N20003	Anderson County, KS	611	710	825	1,004	1,336
NCNTY20057N20057	Ford County, KS	689	710	930	1,172	1,249
NCNTY31045N31045	Dawes County, NE	628	710	923	1,227	1,254
NCNTY31145N31145	Red Willow County, NE	596	710	877	1,067	1,178
NCNTY36003N36003	Allegany County, NY	654	710	877	1,092	1,272
NCNTY46035N46035	Davison County, SD	650	710	935	1,280	1,593
NCNTY47103N47103	Lincoln County, TN	654	710	802	1,140	1,351
NCNTY54045N54045	Logan County, WV	667	710	802	1,132	1,291
NCNTY54047N54047	McDowell County, WV	667	710	802	1,058	1,077
NCNTY54087N54087	Roane County, WV	667	710	802	1,073	1,077
NCNTY54093N54093	Tucker County, WV	667	710	802	1,140	1,366
NCNTY55023N55023	Crawford County, WI	586	710	877	1,067	1,350
METRO35380N22093	St. James Parish, LA HUD Metro FMR Area	670	709	933	1,326	1,399
NCNTY13037N13037	Calhoun County, GA	705	709	845	1,074	1,348
NCNTY17189N17189	Washington County, IL	602	709	878	1,069	1,225
NCNTY18137N18137	Ripley County, IN	644	709	933	1,257	1,377
NCNTY22021N22021	Caldwell Parish, LA	704	709	933	1,136	1,253
NCNTY26007N26007	Alpena County, MI	606	709	877	1,177	1,391
NCNTY30087N30087	Rosebud County, MT	632	709	877	1,170	1,494
NCNTY40085N40085	Love County, OK	664	709	855	1,041	1,178
METRO14020N18119	Owen County, IN HUD Metro FMR Area	680	708	924	1,271	1,574
NCNTY16057N16057	Latah County, ID	644	708	898	1,276	1,530
NCNTY18069N18069	Huntington County, IN	593	708	877	1,114	1,348
NCNTY48505N48505	Zapata County, TX	661	708	877	1,095	1,290
NCNTY13241N13241	Rabun County, GA	702	707	930	1,160	1,505
NCNTY16059N16059	Lemhi County, ID	702	707	930	1,258	1,577
NCNTY21013N21013	Bell County, KY	687	707	799	1,136	1,256
NCNTY21041N21041	Carroll County, KY	579	707	799	1,136	1,283
NCNTY21119N21119	Knott County, KY	692	707	799	1,095	1,153
NCNTY21131N21131	Leslie County, KY	579	707	799	1,072	1,076
NCNTY21153N21153	Magoffin County, KY	579	707	799	1,054	1,076
NCNTY31119N31119	Madison County, NE	622	707	930	1,264	1,320
NCNTY39029N39029	Columbiana County, OH	567	707	848	1,119	1,192
NCNTY40063N40063	Hughes County, OK	662	707	853	1,131	1,453
NCNTY47017N47017	Carroll County, TN	651	707	798	1,033	1,072
NCNTY47025N47025	Claiborne County, TN	651	707	798	1,051	1,072
NCNTY47059N47059	Greene County, TN	618	707	798	1,134	1,283
NCNTY47077N47077	Henderson County, TN	651	707	798	1,054	1,072
NCNTY47081N47081	Hickman County, TN	651	707	798	1,134	1,359
NCNTY47085N47085	Humphreys County, TN	651	707	798	1,111	1,333
NCNTY47091N47091	Johnson County, TN	651	707	798	971	1,122
NCNTY47133N47133	Overton County, TN	651	707	798	1,068	1,072
NCNTY48089N48089	Colorado County, TX	701	707	930	1,164	1,368
NCNTY48295N48295	Lipscomb County, TX	670	707	888	1,091	1,306
NCNTY54001N54001	Barbour County, WV	667	707	802	1,056	1,262
NCNTY55003N55003	Ashland County, WI	615	707	877	1,157	1,494
NCNTY55121N55121	Trempealeau County, WI	653	707	931	1,246	1,251
NCNTY60999N60999	American Samoa	702	707	930	1,322	1,426
METRO31740M20061	Geary County, KS HUD Metro FMR Area	701	706	929	1,320	1,579
NCNTY16003N16003	Adams County, ID	681	706	895	1,214	1,518
NCNTY17051N17051	Fayette County, IL	597	706	815	1,001	1,095
NCNTY17169N17169	Schuyler County, IL	559	706	815	993	1,385
NCNTY18023N18023	Clinton County, IN	621	706	929	1,143	1,248
NCNTY20155N20155	Reno County, KS	621	706	929	1,131	1,248
NCNTY22101N22101	St. Mary Parish, LA	636	706	899	1,152	1,379
NCNTY23003N23003	Aroostook County, ME	590	706	883	1,172	1,329
NCNTY38103N38103	Wells County, ND	702	706	877	1,246	1,455
NCNTY39101N39101	Marion County, OH	686	706	929	1,131	1,248
METRO19180M19180	Danville, IL MSA	682	705	928	1,176	1,247
METRO41180N17005	Bond County, IL HUD Metro FMR Area	545	705	815	1,085	1,231
METRO49180N37057	Davidson County, NC HUD Metro FMR Area	700	705	893	1,188	1,516
NCNTY21213N21213	Simpson County, KY	673	705	928	1,244	1,250
NCNTY26123N26123	Newaygo County, MI	620	705	928	1,167	1,283
NCNTY27125N27125	Red Lake County, MN	620	705	928	1,319	1,350
NCNTY30039N30039	Granite County, MT	632	705	877	1,246	1,373
NCNTY31065N31065	Furnas County, NE	596	705	877	1,067	1,178
NCNTY46105N46105	Perkins County, SD	610	705	877	1,174	1,430
METRO27860MM3700	Jonesboro, AR HUD Metro FMR Area	595	704	890	1,153	1,516
NCNTY13309N13309	Wheeler County, GA	600	704	897	1,092	1,205
NCNTY17071N17071	Henderson County, IL	609	704	815	1,133	1,137
NCNTY21045N21045	Casey County, KY	579	704	799	1,060	1,361
NCNTY40069N40069	Johnston County, OK	662	704	853	1,107	1,200
NCNTY45071N45071	Newberry County, SC	700	704	927	1,138	1,356
NCNTY48365N48365	Panola County, TX	699	704	927	1,128	1,304
NCNTY48405N48405	San Augustine County, TX	699	704	927	1,128	1,364
METRO41140M41140	St. Joseph, MO-KS MSA	619	703	926	1,201	1,299
METRO47940N19017	Bremer County, IA HUD Metro FMR Area	677	703	926	1,161	1,244
NCNTY12059N12059	Holmes County, FL	698	703	877	1,175	1,394
NCNTY12063N12063	Jackson County, FL	699	703	877	1,146	1,228
NCNTY21079N21079	Garrard County, KY	585	703	807	1,005	1,177
NCNTY21087N21087	Green County, KY	579	703	799	1,053	1,076
NCNTY23029N23029	Washington County, ME	677	703	925	1,229	1,322
